latitude,longitude
-11.1650,-68.8497
-11.1673,-68.8575
-11.1643,-68.8633
-11.1645,-68.8692
-11.1616,-68.8789
-11.1656,-68.8846
-11.1687,-68.8862
-11.1642,-68.8930
-11.1629,-68.9020
-11.1660,-68.9087
-11.1668,-68.9189
-11.1645,-68.9278
-11.1491,-68.9473
-11.1479,-68.9670
-11.1515,-68.9769
-11.1634,-68.9763
-11.1741,-68.9801
-11.1859,-68.9928
-11.1945,-68.9978
-11.1987,-69.0029
-11.2079,-69.0038
-11.2143,-69.0113
-11.2211,-69.0146
-11.2220,-69.0245
-11.2178,-69.0267
-11.2129,-69.0262
-11.2120,-69.0337
-11.2031,-69.0458
-11.2037,-69.0487
-11.2111,-69.0513
-11.2193,-69.0643
-11.2270,-69.0703
-11.2232,-69.0936
-11.2238,-69.1103
-11.2208,-69.1214
-11.2262,-69.1353
-11.2252,-69.1376
-11.2197,-69.1398
-11.2181,-69.1465
-11.2195,-69.1523
-11.2157,-69.1592
-11.2155,-69.1655
-11.2111,-69.1739
-11.2112,-69.1770
-11.2070,-69.1826
-11.2060,-69.1877
-11.1920,-69.1987
-11.1880,-69.2066
-11.1806,-69.2138
-11.1728,-69.2173
-11.1684,-69.2224
-11.1674,-69.2417
-11.1615,-69.2528
-11.1547,-69.2579
-11.1479,-69.2670
-11.1484,-69.2725
-11.1537,-69.2824
-11.1517,-69.3040
-11.1533,-69.3173
-11.1512,-69.3228
-11.1563,-69.3254
-11.1579,-69.3287
-11.1551,-69.3394
-11.1541,-69.3628
-11.1504,-69.3766
-11.1538,-69.3861
-11.1545,-69.3978
-11.1640,-69.4146
-11.1663,-69.4160
-11.1705,-69.4142
-11.1756,-69.4166
-11.1863,-69.4273
-11.1947,-69.4294
-11.1996,-69.4382
-11.2054,-69.4530
-11.2037,-69.4653
-11.2024,-69.4653
-11.1991,-69.4759
-11.2017,-69.4849
-11.1995,-69.4970
-11.2134,-69.5032
