longitude,latitude
-49.875658,-28.744831
-49.880166,-28.736239
-49.866194,-28.721092
-49.870703,-28.721168
-49.866319,-28.71543
-49.870518,-28.714426
-49.867069,-28.709943
-49.868761,-28.704049
-49.871657,-28.704282
-49.860455,-28.699998
-49.863272,-28.70301
-49.846406,-28.705408
-49.843307,-28.713594
-49.840057,-28.714834
-49.839548,-28.714902
-49.836193,-28.708557
-49.841021,-28.707711
-49.839147,-28.70219
-49.832113,-28.694886
-49.820754,-28.693863
-49.823182,-28.688183
-49.833942,-28.688312
-49.836181,-28.685291
-49.835392,-28.679236
-49.839944,-28.67726
-49.837552,-28.667122
-49.829567,-28.668992
-49.8226,-28.661949
-49.812757,-28.65847
-49.80925,-28.654162
-49.818423,-28.654041
-49.814702,-28.649589
-49.817323,-28.640596
-49.809188,-28.635748
-49.808128,-28.629925
-49.802692,-28.629222
-49.794428,-28.615799
-49.788587,-28.6132
-49.782536,-28.611341
-49.78506,-28.622651
-49.780902,-28.630221
-49.772087,-28.627963
-49.758217,-28.615494
-49.754664,-28.628903
-49.728261,-28.623357
-49.715585,-28.624025
-49.706204,-28.627821
-49.707392,-28.630699
-49.704676,-28.629485
-49.70305,-28.628924
-49.693585,-28.624957
-49.691628,-28.618894
-49.698931,-28.606636
-49.709866,-28.604643
-49.712693,-28.594153
-49.708174,-28.583073
-49.711488,-28.57332
-49.719942,-28.576906
-49.725469,-28.569906
-49.730472,-28.551987
-49.748984,-28.545589
-49.746758,-28.536191
-49.727089,-28.519213
-49.729205,-28.514615
-49.736627,-28.512035
-49.737181,-28.510553
-49.74405,-28.506881
-49.7398,-28.499988
-49.745346,-28.493863
-49.762699,-28.502141
-49.771018,-28.492917
-49.765475,-28.482798
-49.764711,-28.459995
-49.768672,-28.459508
-49.773055,-28.467283
-49.781819,-28.472123
-49.77843,-28.475808
-49.786007,-28.488143
-49.781043,-28.494534
-49.7834,-28.496202
-49.791317,-28.495176
-49.802812,-28.48386
-49.810569,-28.46781
-49.816958,-28.469063
-49.816023,-28.478358
-49.811028,-28.483784
-49.825904,-28.478177
-49.83981,-28.496186
-49.845436,-28.493249
-49.841392,-28.484817
-49.866346,-28.487646
-49.869347,-28.480646
-49.863869,-28.47367
-49.86367,-28.46284
-49.877401,-28.454613
-49.872694,-28.450738
-49.858936,-28.449009
-49.854823,-28.443941
-49.859963,-28.44206
-49.871304,-28.44104
-49.883061,-28.447355
-49.887972,-28.441878
-49.893075,-28.440015
-49.897647,-28.444946
-49.888634,-28.458029
-49.900402,-28.463978
-49.914826,-28.459499
-49.928731,-28.451093
-49.937988,-28.458416
-49.930739,-28.463572
-49.928566,-28.470772
-49.94421,-28.482399
-49.951221,-28.466404
-49.952323,-28.450392
-49.958866,-28.449652
-49.966851,-28.455454
-49.971546,-28.439117
-49.988494,-28.444811
-49.987619,-28.455885
-50.00273,-28.457283
-50.0129,-28.450778
-50.016374,-28.45012
-50.019622,-28.451535
-50.025596,-28.471229
-50.036338,-28.477812
-50.060613,-28.475617
-50.068646,-28.479129
-50.07281,-28.48053
-50.086451,-28.472838
-50.099851,-28.485542
-50.107834,-28.473059
-50.121849,-28.475949
-50.126523,-28.473046
-50.126584,-28.463583
-50.116029,-28.455038
-50.111353,-28.445138
-50.115752,-28.436982
-50.126719,-28.429041
-50.130142,-28.431371
-50.126538,-28.437646
-50.145651,-28.446442
-50.147402,-28.45956
-50.157216,-28.458166
-50.160143,-28.460484
-50.145856,-28.476891
-50.139365,-28.494647
-50.157177,-28.497684
-50.161684,-28.494998
-50.166578,-28.467887
-50.178746,-28.451783
-50.188827,-28.452723
-50.200112,-28.44441
-50.204611,-28.445377
-50.214761,-28.459865
-50.22305,-28.462895
-50.234658,-28.457928
-50.241684,-28.432771
-50.247583,-28.428862
-50.263686,-28.442915
-50.262866,-28.445871
-50.251757,-28.448962
-50.271645,-28.456693
-50.291579,-28.451319
-50.292259,-28.451014
-50.292752,-28.450497
-50.300294,-28.440474
-50.328262,-28.434204
-50.339342,-28.44032
-50.336714,-28.458511
-50.345746,-28.463313
-50.351515,-28.455253
-50.348368,-28.428598
-50.357155,-28.420741
-50.368294,-28.422201
-50.375548,-28.434392
-50.376429,-28.444404
-50.378689,-28.446166
-50.388302,-28.44405
-50.396695,-28.432944
-50.424303,-28.432894
-50.430977,-28.432607
-50.448136,-28.422345
-50.456065,-28.410717
-50.470551,-28.414849
-50.498951,-28.412606
-50.510188,-28.40582
-50.523383,-28.40324
-50.531369,-28.406098
-50.527985,-28.422453
-50.531689,-28.428195
-50.544131,-28.427087
-50.549714,-28.420146
-50.562795,-28.414444
-50.576499,-28.39378
-50.591677,-28.382102
-50.59776,-28.380908
-50.612361,-28.393138
-50.625103,-28.391418
-50.632765,-28.379434
-50.628338,-28.363982
-50.651944,-28.343269
-50.665102,-28.337903
-50.659386,-28.321995
-50.680769,-28.297945
-50.694542,-28.288694
-50.695227,-28.270633
-50.698306,-28.266629
-50.711825,-28.265579
-50.741987,-28.24971
-50.749204,-28.248872
-50.753865,-28.242987
-50.752452,-28.233023
-50.758631,-28.209843
-50.760214,-28.205422
-50.761603,-28.192224
-50.766668,-28.188344
-50.777915,-28.200389
-50.788665,-28.198361
-50.788983,-28.189527
-50.782603,-28.176146
-50.792332,-28.160471
-50.784848,-28.145519
-50.789617,-28.139241
-50.81852,-28.140471
-50.828459,-28.119171
-50.836047,-28.118799
-50.860075,-28.139777
-50.867826,-28.139413
-50.87496,-28.131876
-50.868865,-28.109748
-50.876074,-28.094764
-50.881614,-28.090732
-50.898698,-28.089794
-50.903593,-28.086871
-50.900342,-28.078138
-50.881945,-28.068024
-50.875437,-28.055218
-50.874944,-28.04133
-50.877461,-28.037576
-50.893852,-28.020032
-50.903795,-28.016596
-50.922917,-28.011839
-50.920777,-28.00069
-50.929433,-27.990617
-50.924501,-27.980573
-50.928834,-27.969049
-50.94529,-27.969033
-50.977572,-27.952865
-50.979624,-27.947954
-50.980278,-27.945635
-50.986353,-27.941854
-50.993105,-27.945271
-51.00121,-27.963313
-51.007049,-27.965073
-51.01916,-27.956384
-51.020799,-27.944573
-51.016107,-27.928242
-51.018629,-27.923955
-51.05003,-27.907971
-51.057863,-27.900417
-51.055462,-27.887046
-51.051952,-27.87013
-51.059079,-27.865494
-51.073407,-27.864719
-51.080463,-27.859019
-51.077857,-27.841249
-51.087734,-27.831837
-51.103744,-27.827724
-51.124585,-27.832924
-51.125442,-27.832953
-51.131256,-27.83029
-51.133065,-27.806281
-51.134342,-27.804801
-51.154946,-27.803773
-51.170704,-27.792491
-51.171275,-27.792006
-51.188576,-27.777748
-51.209333,-27.776859
-51.222292,-27.769761
-51.22825,-27.77356
-51.235086,-27.779367
-51.243132,-27.77557
-51.247593,-27.759322
-51.273641,-27.749688
-51.273018,-27.73562
-51.272525,-27.730513
-51.276106,-27.723964
-51.293513,-27.725414
-51.308786,-27.71938
-51.309008,-27.712349
-51.302076,-27.702458
-51.31102,-27.695921
-51.312894,-27.683578
-51.313488,-27.677908
-51.318087,-27.673145
-51.331536,-27.671094
-51.351995,-27.680036
-51.369569,-27.672547
-51.377067,-27.662127
-51.370072,-27.63649
-51.38186,-27.625172
-51.387746,-27.623692
-51.405229,-27.632935
-51.411137,-27.645346
-51.412232,-27.64904
-51.420246,-27.654878
-51.434236,-27.654947
-51.43718,-27.651796
-51.435632,-27.633068
-51.440467,-27.624022
-51.457776,-27.60781
-51.470501,-27.603273
-51.475233,-27.600458
-51.477849,-27.570077
-51.490065,-27.559443
-51.50856,-27.556582
-51.536435,-27.563087
-51.54911,-27.560006
-51.555349,-27.567575
-51.558277,-27.581527
-51.560421,-27.583869
-51.567987,-27.584791
-51.578391,-27.57708
-51.585569,-27.569623
-51.586959,-27.563272
-51.577938,-27.530062
-51.582089,-27.523068
-51.59403,-27.525294
-51.607825,-27.541613
-51.618525,-27.546524
-51.626526,-27.545201
-51.631448,-27.531577
-51.619684,-27.500737
-51.622683,-27.494114
-51.632221,-27.488864
-51.642632,-27.491895
-51.646289,-27.513112
-51.65126,-27.519807
-51.658995,-27.519602
-51.669728,-27.514647
-51.676619,-27.506689
-51.672554,-27.492974
-51.677654,-27.483191
-51.684485,-27.47945
-51.692656,-27.478185
-51.699824,-27.479476
-51.706895,-27.485148
-51.715275,-27.504041
-51.716956,-27.510865
-51.725207,-27.513992
-51.742692,-27.497715
-51.749675,-27.489932
-51.753446,-27.487412
-51.78292,-27.4918
-51.798621,-27.490997
-51.802917,-27.499469
-51.802298,-27.504364
-51.790198,-27.515192
-51.78592,-27.528159
-51.797119,-27.530552
-51.82213,-27.512767
-51.829295,-27.514768
-51.836914,-27.522346
-51.843208,-27.525448
-51.849024,-27.525497
-51.854513,-27.518584
-51.853891,-27.513983
-51.842724,-27.486107
-51.844171,-27.481385
-51.857729,-27.475559
-51.867129,-27.476692
-51.878084,-27.485006
-51.880161,-27.494496
-51.873243,-27.513499
-51.879754,-27.520956
-51.88938,-27.520579
-51.893552,-27.516804
-51.897967,-27.506405
-51.902389,-27.495989
-51.900087,-27.465149
-51.900975,-27.463168
-51.911869,-27.458506
-51.928087,-27.463181
-51.933101,-27.466585
-51.952276,-27.47486
-51.962679,-27.470421
-51.962624,-27.462018
-51.935944,-27.441858
-51.932984,-27.43444
-51.937457,-27.427001
-51.9559,-27.414811
-51.974575,-27.410418
-52.002212,-27.40836
-52.008573,-27.400516
-52.000202,-27.392673
-51.991889,-27.390264
-51.954455,-27.394914
-51.949852,-27.392256
-51.951006,-27.381297
-51.961935,-27.374716
-51.985722,-27.374632
-51.993048,-27.378393
-51.99684,-27.378312
-52.009631,-27.371889
-52.019821,-27.362624
-52.022446,-27.35505
-52.008738,-27.343346
-52.009252,-27.334334
-52.018265,-27.331718
-52.038853,-27.344908
-52.048875,-27.345818
-52.073117,-27.338314
-52.089295,-27.345604
-52.097991,-27.348374
-52.107077,-27.343339
-52.109469,-27.339622
-52.107219,-27.323918
-52.10618,-27.315631
-52.107908,-27.309588
-52.119066,-27.303174
-52.12839,-27.302769
-52.139733,-27.305062
-52.161415,-27.313968
-52.167271,-27.311598
-52.158902,-27.283735
-52.160966,-27.276816
-52.166593,-27.273337
-52.173845,-27.272841
-52.180233,-27.276894
-52.193165,-27.297367
-52.20088,-27.316447
-52.203701,-27.323419
-52.210158,-27.330855
-52.224689,-27.330422
-52.239401,-27.306174
-52.250742,-27.302334
-52.273179,-27.303961
-52.277946,-27.296415
-52.263865,-27.281518
-52.236171,-27.2721
-52.235104,-27.265571
-52.253914,-27.257466
-52.261222,-27.259048
-52.277213,-27.261967
-52.293784,-27.257753
-52.301756,-27.26002
-52.305055,-27.274936
-52.291286,-27.309002
-52.293895,-27.316261
-52.299128,-27.31864
-52.305534,-27.318296
-52.346732,-27.288229
-52.356593,-27.292437
-52.365095,-27.303774
-52.375702,-27.304248
-52.381605,-27.294048
-52.383843,-27.284784
-52.382523,-27.274231
-52.380436,-27.264337
-52.382069,-27.257653
-52.393704,-27.252376
-52.399856,-27.258482
-52.393188,-27.28796
-52.39585,-27.292606
-52.397684,-27.292558
-52.401927,-27.292448
-52.419347,-27.282741
-52.440464,-27.262668
-52.442107,-27.249132
-52.431948,-27.22774
-52.432949,-27.218382
-52.440048,-27.21673
-52.451623,-27.220787
-52.462791,-27.228791
-52.477717,-27.234023
-52.482011,-27.245182
-52.477392,-27.262707
-52.479722,-27.265352
-52.486059,-27.266914
-52.497912,-27.265187
-52.504457,-27.264894
-52.536266,-27.260088
-52.545248,-27.239965
-52.550096,-27.238481
-52.563787,-27.24872
-52.590296,-27.248268
-52.597707,-27.254176
-52.610687,-27.263353
-52.629156,-27.265655
-52.645621,-27.25997
-52.659702,-27.237905
-52.668136,-27.238408
-52.676298,-27.24661
-52.678935,-27.268209
-52.688215,-27.283086
-52.691557,-27.28416
-52.692638,-27.283941
-52.699279,-27.282063
-52.706817,-27.272875
-52.710191,-27.244383
-52.714908,-27.236889
-52.720289,-27.235016
-52.731363,-27.239724
-52.743973,-27.257049
-52.753939,-27.25833
-52.761615,-27.250183
-52.763537,-27.243418
-52.75797,-27.218289
-52.767429,-27.20934
-52.786898,-27.205031
-52.800641,-27.202642
-52.817462,-27.201335
-52.835828,-27.209944
-52.840667,-27.209213
-52.846901,-27.202548
-52.843989,-27.178052
-52.850823,-27.168584
-52.858603,-27.167684
-52.872981,-27.173981
-52.879092,-27.178309
-52.890356,-27.186908
-52.90432,-27.198831
-52.924618,-27.202479
-52.937574,-27.197322
-52.936376,-27.176447
-52.937029,-27.171853
-52.946588,-27.163749
-52.959082,-27.163438
-52.965914,-27.180193
-52.971063,-27.217796
-52.977675,-27.221135
-52.98954,-27.218425
-53.000158,-27.207186
-53.002657,-27.189983
-52.998273,-27.181047
-52.984023,-27.167558
-52.982555,-27.156622
-52.985909,-27.14989
-52.99382,-27.138234
-53.003469,-27.133387
-53.020475,-27.151816
-53.026611,-27.157152
-53.0319,-27.157248
-53.038765,-27.154602
-53.043094,-27.145959
-53.04289,-27.128556
-53.024848,-27.105865
-53.01839,-27.090792
-53.02253,-27.083577
-53.02897,-27.080543
-53.058534,-27.086281
-53.076545,-27.103587
-53.080158,-27.115362
-53.070721,-27.137009
-53.071959,-27.157323
-53.072736,-27.158281
-53.086561,-27.163333
-53.112809,-27.170138
-53.126993,-27.178686
-53.134008,-27.178198
-53.141407,-27.170593
-53.149857,-27.142321
-53.157604,-27.138621
-53.166395,-27.141214
-53.172849,-27.14924
-53.177183,-27.179027
-53.188666,-27.191488
-53.196543,-27.191639
-53.230233,-27.171882
-53.230711,-27.171663
-53.242938,-27.170671
-53.247996,-27.17464
-53.256587,-27.180187
-53.271841,-27.187168
-53.292432,-27.196588
-53.310929,-27.218393
-53.318975,-27.216506
-53.320945,-27.20959
-53.319489,-27.197301
-53.306584,-27.176802
-53.299649,-27.160312
-53.293002,-27.141476
-53.293224,-27.134307
-53.298176,-27.127155
-53.310521,-27.118529
-53.33039,-27.118888
-53.340911,-27.119679
-53.348504,-27.117552
-53.353284,-27.112007
-53.363436,-27.094106
-53.373983,-27.090558
-53.380936,-27.093959
-53.393555,-27.110049
-53.393774,-27.110667
-53.401046,-27.129404
-53.411462,-27.141108
-53.418785,-27.143721
-53.441057,-27.150326
-53.458235,-27.156011
-53.464272,-27.154103
-53.469014,-27.148158
-53.481924,-27.134727
-53.491814,-27.132507
-53.496821,-27.133565
-53.50184,-27.134626
-53.508164,-27.145218
-53.505518,-27.159162
-53.493412,-27.175161
-53.488415,-27.193795
-53.493772,-27.203662
-53.509599,-27.20385
-53.516899,-27.202226
-53.534852,-27.189062
-53.544706,-27.178929
-53.548479,-27.176087
-53.564576,-27.173419
-53.590291,-27.187385
-53.599686,-27.189252
-53.600296,-27.189043
-53.611911,-27.186005
-53.619128,-27.188806
-53.629425,-27.213102
-53.635025,-27.218999
-53.642483,-27.220839
-53.648238,-27.218125
-53.650526,-27.211618
-53.64776,-27.193265
-53.650887,-27.176894
-53.666743,-27.162098
-53.675762,-27.161131
-53.693956,-27.166996
-53.698514,-27.169057
-53.708325,-27.174972
-53.717726,-27.182408
-53.728804,-27.18885
-53.739526,-27.19288
-53.748762,-27.190494
-53.762938,-27.154206
-53.776392,-27.147709
-53.808975,-27.172709
-53.819544,-27.175377
-53.833645,-27.169553
-53.832357,-27.163959
-53.836338,-27.154796
-53.827885,-27.146302
-53.798055,-27.144883
-53.79905,-27.136426
-53.817473,-27.139575
-53.824884,-27.130703
-53.82383,-27.126624
-53.814366,-27.129028
-53.80697,-27.125655
-53.805125,-27.117596
-53.80661,-27.110418
-53.818503,-27.102807
-53.815142,-27.098804
-53.810076,-27.09842
-53.80442,-27.106326
-53.795085,-27.109886
-53.775415,-27.102104
-53.803886,-27.082567
-53.804168,-27.076453
-53.797913,-27.066499
-53.781773,-27.07781
-53.770996,-27.073641
-53.774863,-27.070262
-53.784086,-27.0708
-53.796778,-27.05923
-53.801769,-27.040429
-53.791089,-27.042377
-53.778663,-27.059933
-53.76766,-27.067287
-53.758338,-27.061887
-53.764495,-27.057804
-53.775552,-27.049898
-53.784363,-27.025954
-53.776337,-27.029073
-53.763525,-27.044937
-53.759273,-27.034496
-53.746865,-27.030747
-53.748454,-27.0226
-53.75792,-27.017325
-53.761801,-27.006775
-53.750025,-27.005174
-53.740242,-27.014226
-53.731638,-27.004738
-53.742944,-26.990991
-53.724191,-26.993096
-53.716941,-26.988171
-53.717138,-26.984544
-53.736335,-26.974299
-53.729642,-26.97186
-53.725715,-26.958188
-53.712104,-26.96475
-53.704315,-26.959927
-53.70024,-26.952641
-53.709186,-26.938502
-53.707665,-26.932689
-53.678907,-26.944875
-53.673365,-26.945899
-53.670792,-26.942233
-53.680688,-26.938008
-53.696684,-26.928428
-53.680998,-26.915665
-53.672861,-26.913066
-53.679248,-26.907898
-53.671794,-26.892986
-53.695141,-26.886463
-53.690891,-26.876211
-53.679358,-26.869191
-53.693915,-26.863735
-53.69566,-26.858014
-53.663191,-26.864125
-53.659385,-26.861236
-53.660558,-26.856717
-53.670772,-26.852327
-53.676775,-26.84337
-53.694714,-26.846632
-53.693992,-26.841178
-53.687962,-26.836748
-53.69558,-26.831356
-53.700553,-26.818629
-53.710245,-26.812225
-53.708857,-26.809639
-53.704356,-26.814341
-53.698,-26.813921
-53.699937,-26.797272
-53.708523,-26.797347
-53.715396,-26.787282
-53.715438,-26.77901
-53.699521,-26.771297
-53.6993,-26.767812
-53.713631,-26.766446
-53.715103,-26.772565
-53.729187,-26.773441
-53.7435,-26.762628
-53.730524,-26.765087
-53.724055,-26.763035
-53.717549,-26.758754
-53.714429,-26.749185
-53.724851,-26.742339
-53.731721,-26.73069
-53.736187,-26.741539
-53.749962,-26.740211
-53.742215,-26.730297
-53.757326,-26.719295
-53.753829,-26.709829
-53.74786,-26.719008
-53.733571,-26.716055
-53.731965,-26.700041
-53.741523,-26.689534
-53.74311,-26.681054
-53.736829,-26.682143
-53.729159,-26.691822
-53.715939,-26.682735
-53.718269,-26.679328
-53.730321,-26.676561
-53.725999,-26.673224
-53.726305,-26.667033
-53.71847,-26.666881
-53.720373,-26.652232
-53.724635,-26.647885
-53.72244,-26.657161
-53.725492,-26.658166
-53.73327,-26.651989
-53.733799,-26.645438
-53.742333,-26.647169
-53.758857,-26.641069
-53.750473,-26.635142
-53.739496,-26.643637
-53.740714,-26.629963
-53.73241,-26.629876
-53.728772,-26.617106
-53.734716,-26.608848
-53.728687,-26.607096
-53.729418,-26.602202
-53.727665,-26.593032
-53.731636,-26.586583
-53.723912,-26.588747
-53.721686,-26.562368
-53.708356,-26.562424
-53.706548,-26.559775
-53.709327,-26.556413
-53.718549,-26.557318
-53.729605,-26.565579
-53.73572,-26.566304
-53.735743,-26.560023
-53.724494,-26.559152
-53.724184,-26.554104
-53.726773,-26.550055
-53.740934,-26.545346
-53.729498,-26.539214
-53.723109,-26.542434
-53.719691,-26.537382
-53.724052,-26.533995
-53.716025,-26.526299
-53.72605,-26.525497
-53.729352,-26.503065
-53.725075,-26.500694
-53.718849,-26.507088
-53.71313,-26.503611
-53.703358,-26.508241
-53.70777,-26.500414
-53.702581,-26.490439
-53.694829,-26.490278
-53.699461,-26.478816
-53.695131,-26.475203
-53.701918,-26.473363
-53.706605,-26.481214
-53.708382,-26.473994
-53.714605,-26.470913
-53.703463,-26.463174
-53.697241,-26.468818
-53.696055,-26.455412
-53.701662,-26.450271
-53.703517,-26.441754
-53.69607,-26.440737
-53.696391,-26.445632
-53.688015,-26.443835
-53.687963,-26.428679
-53.692771,-26.430141
-53.697691,-26.415765
-53.705079,-26.414924
-53.705212,-26.409084
-53.700579,-26.408953
-53.696239,-26.402681
-53.706411,-26.395872
-53.709015,-26.38778
-53.70058,-26.387871
-53.697154,-26.379392
-53.700988,-26.373286
-53.699377,-26.36377
-53.689662,-26.359651
-53.695554,-26.355196
-53.689044,-26.354314
-53.684884,-26.336587
-53.676213,-26.335261
-53.677046,-26.331433
-53.670966,-26.330581
-53.673077,-26.324736
-53.669237,-26.325601
-53.669907,-26.319795
-53.665294,-26.317714
-53.65658,-26.297781
-53.644248,-26.283502
-53.641071,-26.260555
-53.643723,-26.253079
-53.625678,-26.26032
-53.62066,-26.257133
-53.604425,-26.259451
-53.586965,-26.255986
-53.580355,-26.274249
-53.570486,-26.275873
-53.554859,-26.287645
-53.550377,-26.293519
-53.543854,-26.291684
-53.522707,-26.292519
-53.497197,-26.302797
-53.481771,-26.296636
-53.477871,-26.292916
-53.474985,-26.289294
-53.464418,-26.293986
-53.461193,-26.295164
-53.445356,-26.285096
-53.441041,-26.280952
-53.43178,-26.279281
-53.422746,-26.276034
-53.385297,-26.246181
-53.380458,-26.249158
-53.37558,-26.241999
-53.364036,-26.251846
-53.35657,-26.249145
-53.350885,-26.254979
-53.345732,-26.246855
-53.336324,-26.249452
-53.335722,-26.254933
-53.319816,-26.254225
-53.314037,-26.257081
-53.308496,-26.261108
-53.305289,-26.25977
-53.283291,-26.245921
-53.278789,-26.248367
-53.280287,-26.25984
-53.273636,-26.260734
-53.259753,-26.279993
-53.262188,-26.288269
-53.254959,-26.289184
-53.252368,-26.299037
-53.245998,-26.297658
-53.241162,-26.301258
-53.232097,-26.311973
-53.201706,-26.331356
-53.197586,-26.329815
-53.184455,-26.343817
-53.169262,-26.348083
-53.161995,-26.351741
-53.159131,-26.35033
-53.153527,-26.344063
-53.145795,-26.345663
-53.140533,-26.357208
-53.135374,-26.359084
-53.132775,-26.367244
-53.124415,-26.374328
-53.109501,-26.376722
-53.10757,-26.381422
-53.100747,-26.383983
-53.094345,-26.383081
-53.090667,-26.390468
-53.081725,-26.388861
-53.08052,-26.388505
-53.080495,-26.388499
-53.058272,-26.384202
-53.046802,-26.380673
-53.027854,-26.369847
-52.988188,-26.346548
-52.984333,-26.347242
-52.950441,-26.362285
-52.937592,-26.362109
-52.925788,-26.360649
-52.916751,-26.355521
-52.908291,-26.35937
-52.877974,-26.36047
-52.872415,-26.359534
-52.847983,-26.343934
-52.845247,-26.345526
-52.842522,-26.348186
-52.83655,-26.346148
-52.835613,-26.345671
-52.81441,-26.3444
-52.797362,-26.348289
-52.790988,-26.352461
-52.775384,-26.347878
-52.763444,-26.353622
-52.759715,-26.353073
-52.756212,-26.352556
-52.751695,-26.344579
-52.741958,-26.345433
-52.737753,-26.342132
-52.725604,-26.348294
-52.718849,-26.357322
-52.708833,-26.354999
-52.703382,-26.357155
-52.702942,-26.357407
-52.700569,-26.357993
-52.692479,-26.35333
-52.685762,-26.355554
-52.678579,-26.35264
-52.663289,-26.369252
-52.658232,-26.374743
-52.644911,-26.380853
-52.635077,-26.385819
-52.633701,-26.391052
-52.621107,-26.395468
-52.619096,-26.4014
-52.616713,-26.407626
-52.611313,-26.411909
-52.602653,-26.41542
-52.594168,-26.415544
-52.578992,-26.408212
-52.564987,-26.410534
-52.559464,-26.407922
-52.556111,-26.411957
-52.539016,-26.403964
-52.523755,-26.39993
-52.495725,-26.420114
-52.4767,-26.42141
-52.465631,-26.437209
-52.459123,-26.441086
-52.44949,-26.440946
-52.442554,-26.438097
-52.43544,-26.440253
-52.419186,-26.437305
-52.403037,-26.428193
-52.401087,-26.423136
-52.397993,-26.428842
-52.376093,-26.440828
-52.367336,-26.432666
-52.353115,-26.441307
-52.34193,-26.434307
-52.336476,-26.442885
-52.33195,-26.440254
-52.328763,-26.443107
-52.323493,-26.440651
-52.305027,-26.440701
-52.282459,-26.463441
-52.272774,-26.461897
-52.263373,-26.454782
-52.254562,-26.455499
-52.24894,-26.455058
-52.242022,-26.463551
-52.232134,-26.46463
-52.2204,-26.46591
-52.204129,-26.459939
-52.190513,-26.446154
-52.185647,-26.445368
-52.157762,-26.471926
-52.144453,-26.473892
-52.134031,-26.47045
-52.130694,-26.475697
-52.119163,-26.478282
-52.112258,-26.476021
-52.100371,-26.481616
-52.096707,-26.487796
-52.098056,-26.502717
-52.093877,-26.51327
-52.088034,-26.50929
-52.081641,-26.523467
-52.078471,-26.526735
-52.065243,-26.523146
-52.060263,-26.530428
-52.055195,-26.528534
-52.047478,-26.535329
-52.031628,-26.543214
-52.030066,-26.546681
-52.021219,-26.548666
-52.020063,-26.5556
-52.015367,-26.557629
-52.01123,-26.566509
-52.010166,-26.566428
-51.985214,-26.565863
-51.981225,-26.569777
-51.971621,-26.567938
-51.959874,-26.574596
-51.947898,-26.56951
-51.928335,-26.584818
-51.901196,-26.580201
-51.884347,-26.58627
-51.87971,-26.597125
-51.874364,-26.600359
-51.861762,-26.597631
-51.855101,-26.59245
-51.84379,-26.595029
-51.823595,-26.582257
-51.819542,-26.579611
-51.807775,-26.585606
-51.786295,-26.590214
-51.748423,-26.577178
-51.734128,-26.575274
-51.704614,-26.581212
-51.69505,-26.583394
-51.665058,-26.566039
-51.646161,-26.575819
-51.633618,-26.588765
-51.615119,-26.590915
-51.597953,-26.58615
-51.584426,-26.59079
-51.573808,-26.591789
-51.57094,-26.591432
-51.530197,-26.592416
-51.511554,-26.583709
-51.499649,-26.585688
-51.494248,-26.589598
-51.490887,-26.60567
-51.484091,-26.61204
-51.487531,-26.623143
-51.475357,-26.619422
-51.468807,-26.621172
-51.464425,-26.627203
-51.454733,-26.640611
-51.455779,-26.654043
-51.439549,-26.667169
-51.435339,-26.688082
-51.407141,-26.700579
-51.411518,-26.717242
-51.398715,-26.710871
-51.393029,-26.698216
-51.392904,-26.685472
-51.405894,-26.676118
-51.391237,-26.663854
-51.381532,-26.659416
-51.365106,-26.658492
-51.353225,-26.652169
-51.347409,-26.649069
-51.336546,-26.649916
-51.331893,-26.647244
-51.326676,-26.649938
-51.32596,-26.651662
-51.323791,-26.656877
-51.311088,-26.651912
-51.305788,-26.65505
-51.283411,-26.653948
-51.281833,-26.650826
-51.282715,-26.642545
-51.274741,-26.642023
-51.277571,-26.636249
-51.267433,-26.638013
-51.258634,-26.625785
-51.239357,-26.628343
-51.237822,-26.619105
-51.232994,-26.614816
-51.229865,-26.616265
-51.237822,-26.604474
-51.224113,-26.59331
-51.227285,-26.585507
-51.224633,-26.576339
-51.215959,-26.570083
-51.228709,-26.562103
-51.22993,-26.555236
-51.223772,-26.550752
-51.240602,-26.545143
-51.239604,-26.539803
-51.24705,-26.538647
-51.251406,-26.520823
-51.256978,-26.520239
-51.265959,-26.512818
-51.263054,-26.507465
-51.272288,-26.505272
-51.26903,-26.499977
-51.274283,-26.497045
-51.268202,-26.490181
-51.261245,-26.491135
-51.266583,-26.482353
-51.250944,-26.474297
-51.26057,-26.470701
-51.253974,-26.463464
-51.267795,-26.460912
-51.271531,-26.457127
-51.278767,-26.458445
-51.280349,-26.45418
-51.274554,-26.445911
-51.291688,-26.437098
-51.294486,-26.426664
-51.297291,-26.42261
-51.299194,-26.419108
-51.294703,-26.417349
-51.287633,-26.414298
-51.292366,-26.404223
-51.289204,-26.400046
-51.275952,-26.401906
-51.278267,-26.39043
-51.273371,-26.388061
-51.27,-26.387085
-51.260949,-26.379356
-51.258207,-26.379136
-51.252698,-26.376307
-51.255515,-26.373954
-51.25939,-26.3691
-51.260152,-26.3589
-51.254076,-26.35032
-51.251368,-26.348439
-51.255762,-26.345792
-51.256447,-26.340461
-51.251645,-26.332864
-51.245411,-26.330112
-51.24307,-26.324673
-51.226714,-26.322507
-51.222096,-26.316412
-51.217019,-26.315701
-51.207411,-26.29663
-51.203203,-26.298541
-51.193821,-26.301952
-51.181066,-26.298993
-51.169846,-26.291557
-51.163818,-26.291481
-51.163852,-26.283473
-51.156377,-26.280383
-51.149709,-26.279558
-51.143959,-26.285756
-51.138041,-26.286073
-51.136655,-26.279622
-51.122269,-26.279515
-51.107932,-26.273273
-51.104956,-26.275387
-51.103985,-26.272651
-51.101874,-26.26563
-51.09374,-26.258946
