longitude,latitude
-51.626526,-27.545201
-51.618525,-27.546524
-51.607825,-27.541613
-51.59403,-27.525294
-51.582089,-27.523068
-51.577938,-27.530062
-51.586959,-27.563272
-51.585569,-27.569623
-51.578391,-27.57708
-51.567987,-27.584791
-51.560421,-27.583869
-51.558277,-27.581527
-51.555349,-27.567575
-51.54911,-27.560006
-51.536435,-27.563087
-51.50856,-27.556582
-51.490065,-27.559443
-51.477849,-27.570077
-51.475233,-27.600458
-51.470501,-27.603273
-51.457776,-27.60781
-51.440467,-27.624022
-51.435632,-27.633068
-51.43718,-27.651796
-51.434236,-27.654947
-51.420246,-27.654878
-51.412232,-27.64904
-51.411137,-27.645346
-51.405229,-27.632935
-51.387746,-27.623692
-51.38186,-27.625172
-51.370072,-27.63649
-51.377067,-27.662127
-51.369569,-27.672547
-51.351995,-27.680036
-51.331536,-27.671094
-51.318087,-27.673145
-51.313488,-27.677908
-51.312894,-27.683578
-51.31102,-27.695921
-51.302076,-27.702458
-51.309008,-27.712349
-51.308786,-27.71938
-51.293513,-27.725414
-51.276106,-27.723964
-51.272525,-27.730513
-51.273018,-27.73562
-51.273641,-27.749688
-51.247593,-27.759322
-51.243132,-27.77557
-51.235086,-27.779367
-51.22825,-27.77356
-51.222292,-27.769761
-51.209333,-27.776859
-51.188576,-27.777748
-51.171275,-27.792006
-51.170704,-27.792491
-51.154946,-27.803773
-51.134342,-27.804801
-51.133065,-27.806281
-51.131256,-27.83029
-51.125442,-27.832953
-51.124585,-27.832924
-51.103744,-27.827724
-51.087734,-27.831837
-51.077857,-27.841249
-51.080463,-27.859019
-51.073407,-27.864719
-51.059079,-27.865494
-51.051952,-27.87013
-51.055462,-27.887046
-51.057863,-27.900417
-51.05003,-27.907971
-51.018629,-27.923955
-51.016107,-27.928242
-51.020799,-27.944573
-51.01916,-27.956384
-51.007049,-27.965073
-51.00121,-27.963313
-50.993105,-27.945271
-50.986353,-27.941854
-50.980278,-27.945635
-50.979624,-27.947954
-50.977572,-27.952865
-50.94529,-27.969033
-50.928834,-27.969049
-50.924501,-27.980573
-50.929433,-27.990617
-50.920777,-28.00069
-50.922917,-28.011839
-50.903795,-28.016596
-50.893852,-28.020032
-50.877461,-28.037576
-50.874944,-28.04133
-50.875437,-28.055218
-50.881945,-28.068024
-50.900342,-28.078138
-50.903593,-28.086871
-50.898698,-28.089794
-50.881614,-28.090732
-50.876074,-28.094764
-50.868865,-28.109748
-50.87496,-28.131876
-50.867826,-28.139413
-50.860075,-28.139777
-50.836047,-28.118799
-50.828459,-28.119171
-50.81852,-28.140471
-50.789617,-28.139241
-50.784848,-28.145519
-50.792332,-28.160471
-50.782603,-28.176146
-50.788983,-28.189527
-50.788665,-28.198361
-50.777915,-28.200389
-50.766668,-28.188344
-50.761603,-28.192224
-50.760214,-28.205422
-50.758631,-28.209843
-50.752452,-28.233023
-50.753865,-28.242987
-50.749204,-28.248872
-50.741987,-28.24971
-50.711825,-28.265579
-50.698306,-28.266629
-50.695227,-28.270633
-50.694542,-28.288694
-50.680769,-28.297945
-50.659386,-28.321995
-50.665102,-28.337903
-50.651944,-28.343269
-50.628338,-28.363982
-50.632765,-28.379434
-50.625103,-28.391418
-50.612361,-28.393138
-50.59776,-28.380908
-50.591677,-28.382102
-50.576499,-28.39378
-50.562795,-28.414444
-50.549714,-28.420146
-50.544131,-28.427087
-50.531689,-28.428195
-50.527985,-28.422453
-50.531369,-28.406098
-50.523383,-28.40324
-50.510188,-28.40582
-50.498951,-28.412606
-50.470551,-28.414849
-50.456065,-28.410717
-50.448136,-28.422345
-50.430977,-28.432607
-50.424303,-28.432894
-50.396695,-28.432944
-50.388302,-28.44405
-50.378689,-28.446166
-50.376429,-28.444404
-50.375548,-28.434392
-50.368294,-28.422201
-50.357155,-28.420741
-50.348368,-28.428598
-50.351515,-28.455253
-50.345746,-28.463313
-50.336714,-28.458511
-50.339342,-28.44032
-50.328262,-28.434204
-50.300294,-28.440474
-50.292752,-28.450497
-50.292259,-28.451014
-50.291579,-28.451319
-50.271645,-28.456693
-50.251757,-28.448962
-50.262866,-28.445871
-50.263686,-28.442915
-50.247583,-28.428862
-50.241684,-28.432771
-50.234658,-28.457928
-50.22305,-28.462895
-50.214761,-28.459865
-50.204611,-28.445377
-50.200112,-28.44441
-50.188827,-28.452723
-50.178746,-28.451783
-50.166578,-28.467887
-50.161684,-28.494998
-50.157177,-28.497684
-50.139365,-28.494647
-50.145856,-28.476891
-50.160143,-28.460484
-50.157216,-28.458166
-50.147402,-28.45956
-50.145651,-28.446442
-50.126538,-28.437646
-50.130142,-28.431371
-50.126719,-28.429041
-50.115752,-28.436982
-50.111353,-28.445138
-50.116029,-28.455038
-50.126584,-28.463583
-50.126523,-28.473046
-50.121849,-28.475949
-50.107834,-28.473059
-50.099851,-28.485542
-50.086451,-28.472838
-50.07281,-28.48053
-50.068646,-28.479129
-50.060613,-28.475617
-50.036338,-28.477812
-50.025596,-28.471229
-50.019622,-28.451535
-50.016374,-28.45012
-50.0129,-28.450778
-50.00273,-28.457283
-49.987619,-28.455885
-49.988494,-28.444811
-49.971546,-28.439117
-49.966851,-28.455454
-49.958866,-28.449652
-49.952323,-28.450392
-49.951221,-28.466404
-49.94421,-28.482399
-49.928566,-28.470772
-49.930739,-28.463572
-49.937988,-28.458416
-49.928731,-28.451093
-49.914826,-28.459499
-49.900402,-28.463978
-49.888634,-28.458029
-49.897647,-28.444946
-49.893075,-28.440015
-49.887972,-28.441878
-49.883061,-28.447355
-49.871304,-28.44104
-49.859963,-28.44206
-49.854823,-28.443941
-49.858936,-28.449009
-49.872694,-28.450738
-49.877401,-28.454613
-49.86367,-28.46284
-49.863869,-28.47367
-49.869347,-28.480646
-49.866346,-28.487646
-49.841392,-28.484817
-49.845436,-28.493249
-49.83981,-28.496186
-49.825904,-28.478177
-49.811028,-28.483784
-49.816023,-28.478358
-49.816958,-28.469063
-49.810569,-28.46781
-49.802812,-28.48386
-49.791317,-28.495176
-49.7834,-28.496202
-49.781043,-28.494534
-49.786007,-28.488143
-49.77843,-28.475808
-49.781819,-28.472123
-49.773055,-28.467283
-49.768672,-28.459508
-49.764711,-28.459995
-49.765475,-28.482798
-49.771018,-28.492917
-49.762699,-28.502141
-49.745346,-28.493863
-49.7398,-28.499988
-49.74405,-28.506881
-49.737181,-28.510553
-49.736627,-28.512035
-49.729205,-28.514615
-49.727089,-28.519213
-49.746758,-28.536191
-49.748984,-28.545589
-49.730472,-28.551987
-49.725469,-28.569906
-49.719942,-28.576906
-49.711488,-28.57332
-49.708174,-28.583073
-49.712693,-28.594153
-49.709866,-28.604643
-49.698931,-28.606636
-49.691628,-28.618894
-49.693585,-28.624957
-49.70305,-28.628924
-49.704676,-28.629485
-49.707392,-28.630699
-49.706204,-28.627821
-49.715585,-28.624025
-49.728261,-28.623357
-49.754664,-28.628903
-49.758217,-28.615494
-49.772087,-28.627963
-49.780902,-28.630221
-49.78506,-28.622651
-49.782536,-28.611341
-49.788587,-28.6132
-49.794428,-28.615799
-49.802692,-28.629222
-49.808128,-28.629925
-49.809188,-28.635748
-49.817323,-28.640596
-49.814702,-28.649589
-49.818423,-28.654041
-49.80925,-28.654162
-49.812757,-28.65847
-49.8226,-28.661949
-49.829567,-28.668992
-49.837552,-28.667122
-49.839944,-28.67726
-49.835392,-28.679236
-49.836181,-28.685291
-49.833942,-28.688312
-49.823182,-28.688183
-49.820754,-28.693863
-49.832113,-28.694886
-49.839147,-28.70219
-49.841021,-28.707711
-49.836193,-28.708557
-49.839548,-28.714902
-49.840057,-28.714834
-49.843307,-28.713594
-49.846406,-28.705408
-49.863272,-28.70301
-49.860455,-28.699998
-49.871657,-28.704282
-49.868761,-28.704049
-49.867069,-28.709943
-49.870518,-28.714426
-49.866319,-28.71543
-49.870703,-28.721168
-49.866194,-28.721092
-49.880166,-28.736239
-49.875658,-28.744831
-49.888612,-28.746633
-49.887371,-28.740575
-49.891841,-28.739571
-49.885006,-28.729883
-49.881736,-28.72139
-49.88528,-28.718507
-49.89437,-28.724696
-49.904717,-28.720268
-49.914638,-28.724862
-49.90894,-28.715591
-49.905225,-28.707243
-49.913993,-28.715744
-49.92544,-28.718925
-49.935381,-28.728057
-49.93102,-28.740502
-49.921997,-28.746096
-49.928384,-28.751657
-49.928024,-28.756079
-49.936915,-28.759001
-49.950109,-28.755174
-49.946129,-28.76586
-49.947865,-28.770401
-49.951581,-28.768422
-49.956775,-28.771245
-49.954314,-28.776644
-49.959014,-28.779255
-49.952885,-28.784038
-49.956679,-28.791415
-49.953333,-28.797585
-49.947628,-28.798318
-49.946927,-28.806171
-49.962805,-28.801576
-49.96268,-28.809857
-49.969099,-28.823124
-49.969973,-28.829018
-49.961281,-28.832648
-49.964264,-28.859251
-49.972125,-28.880689
-49.969019,-28.88105
-49.955175,-28.875205
-49.958883,-28.88317
-49.959255,-28.895764
-49.966017,-28.916353
-49.971166,-28.924274
-49.964681,-28.927625
-49.955811,-28.946902
-49.956537,-28.961757
-49.937807,-28.965377
-49.934372,-28.974438
-49.919891,-28.978349
-49.936141,-28.98523
-49.938503,-28.978691
-49.944008,-28.985923
-49.941898,-29.001458
-49.946075,-28.995967
-49.951499,-28.999446
-49.957687,-29.010651
-49.955515,-29.011998
-49.96313,-29.020521
-49.964779,-29.022553
-49.949066,-29.021036
-49.947194,-29.017936
-49.938329,-29.020938
-49.947116,-29.027784
-49.945938,-29.033225
-49.955497,-29.035467
-49.953335,-29.039351
-49.958703,-29.043614
-49.959207,-29.049352
-50.007445,-29.072153
-49.991496,-29.070093
-49.988629,-29.075655
-49.985379,-29.071625
-49.987463,-29.069075
-49.967909,-29.064619
-49.968051,-29.068073
-49.964141,-29.064685
-49.956915,-29.066175
-49.956735,-29.062158
-49.946139,-29.055598
-49.94006,-29.057135
-49.942523,-29.064705
-49.952168,-29.062977
-49.948197,-29.069693
-49.956262,-29.068776
-49.960239,-29.070937
-49.954131,-29.076235
-49.9545,-29.085465
-49.967478,-29.083919
-49.96722,-29.095324
-49.962853,-29.100321
-49.969523,-29.101496
-49.969974,-29.104561
-49.967761,-29.115525
-49.964337,-29.114613
-49.962859,-29.117915
-49.969051,-29.120922
-49.968547,-29.116493
-49.982402,-29.120169
-49.983961,-29.117632
-49.992172,-29.118785
-49.984279,-29.133233
-49.986863,-29.136592
-49.991201,-29.134945
-49.99033,-29.128702
-49.997029,-29.13317
-50.014046,-29.128222
-50.005881,-29.134598
-50.005232,-29.150867
-50.010206,-29.151701
-50.009864,-29.157316
-50.019401,-29.154392
-50.018075,-29.164034
-50.020501,-29.166994
-50.026998,-29.164371
-50.024019,-29.166527
-50.028143,-29.17104
-50.019797,-29.174176
-50.021763,-29.178835
-50.014811,-29.181652
-50.030523,-29.1807
-50.0347,-29.176989
-50.042338,-29.183932
-50.051909,-29.186408
-50.055954,-29.183776
-50.065844,-29.191455
-50.060597,-29.17692
-50.076581,-29.190284
-50.079323,-29.185758
-50.076206,-29.183004
-50.086127,-29.178753
-50.079383,-29.175911
-50.09023,-29.175529
-50.092451,-29.16745
-50.077038,-29.161306
-50.078002,-29.157663
-50.067005,-29.159417
-50.080611,-29.155804
-50.082082,-29.160253
-50.099409,-29.163866
-50.096091,-29.166154
-50.098902,-29.172772
-50.093906,-29.176283
-50.097605,-29.180566
-50.091377,-29.180658
-50.088725,-29.184679
-50.093202,-29.195531
-50.085688,-29.193614
-50.09271,-29.199179
-50.085936,-29.199308
-50.093108,-29.221023
-50.085427,-29.215591
-50.088097,-29.222914
-50.083956,-29.227958
-50.09403,-29.23783
-50.098733,-29.236232
-50.092995,-29.22373
-50.111993,-29.240262
-50.108639,-29.230487
-50.113214,-29.225389
-50.110164,-29.222005
-50.101468,-29.225246
-50.093799,-29.213307
-50.115689,-29.209288
-50.116066,-29.205698
-50.129855,-29.201871
-50.123276,-29.198018
-50.137738,-29.199462
-50.139251,-29.192633
-50.152536,-29.201803
-50.151371,-29.20425
-50.140691,-29.201882
-50.133888,-29.208818
-50.13324,-29.216563
-50.147788,-29.220005
-50.14573,-29.226353
-50.150551,-29.229929
-50.14217,-29.231009
-50.14166,-29.238177
-50.174965,-29.249651
-50.161385,-29.249038
-50.157741,-29.252761
-50.150261,-29.249712
-50.150919,-29.258054
-50.138516,-29.254964
-50.146012,-29.258097
-50.147736,-29.263934
-50.144993,-29.276186
-50.150427,-29.282477
-50.150571,-29.284875
-50.14526,-29.283474
-50.147742,-29.288206
-50.141641,-29.288057
-50.142787,-29.292307
-50.13889,-29.292565
-50.136177,-29.299255
-50.128893,-29.303643
-50.127907,-29.298532
-50.13089,-29.286003
-50.123545,-29.281803
-50.121973,-29.288022
-50.116349,-29.291947
-50.118389,-29.297581
-50.106925,-29.298247
-50.105416,-29.301021
-50.110075,-29.304882
-50.101507,-29.310519
-50.089839,-29.310777
-50.084545,-29.316521
-50.086771,-29.323422
-50.078854,-29.320346
-50.072881,-29.320121
-50.071483,-29.323267
-50.064548,-29.321648
-50.073271,-29.327844
-50.057762,-29.327669
-50.05928,-29.336746
-50.065028,-29.341307
-50.04992,-29.339318
-50.037275,-29.351366
-50.033794,-29.349572
-50.063217,-29.312013
-50.073866,-29.309492
-50.092905,-29.296824
-50.102034,-29.283751
-50.108482,-29.280762
-50.114666,-29.259239
-50.108495,-29.258014
-50.106858,-29.254412
-50.089931,-29.254505
-50.069227,-29.246465
-50.065801,-29.249333
-50.064153,-29.243737
-50.064147,-29.243717
-50.04223,-29.240692
-50.034739,-29.233825
-50.007228,-29.225405
-50.000545,-29.227054
-49.99685,-29.227895
-49.990204,-29.224618
-49.981498,-29.219892
-49.973514,-29.213638
-49.970155,-29.209823
-49.969733,-29.203176
-49.962498,-29.199133
-49.954785,-29.199506
-49.958217,-29.200223
-49.945446,-29.201871
-49.935461,-29.208282
-49.913791,-29.20785
-49.901352,-29.215182
-49.880788,-29.220413
-49.876856,-29.224921
-49.869191,-29.224559
-49.860237,-29.231219
-49.858083,-29.241759
-49.85745,-29.244705
-49.854297,-29.245579
-49.848954,-29.247061
-49.85211,-29.249352
-49.854865,-29.257006
-49.84209,-29.26058
-49.843054,-29.271843
-49.847204,-29.273573
-49.838771,-29.27909
-49.836858,-29.275263
-49.82445,-29.27816
-49.821344,-29.283174
-49.817614,-29.28633
-49.811917,-29.28384
-49.809385,-29.287015
-49.79569,-29.289319
-49.791805,-29.285555
-49.786627,-29.28831
-49.773142,-29.298411
-49.762343,-29.300246
-49.750193,-29.297779
-49.738758,-29.301529
-49.742363,-29.302071
-49.743835,-29.311355
-49.738253,-29.315247
-49.736255,-29.310463
-49.730252,-29.317659
-49.74346,-29.320473
-49.746589,-29.324698
-49.744797,-29.328571
-49.736359,-29.325445
-49.729714,-29.329122
-49.711699,-29.325788
-49.728707,-29.348577
-49.731484,-29.35866
-49.751416,-29.37884
-49.802406,-29.443542
-49.923085,-29.607043
-49.927082,-29.613367
-49.928148,-29.615054
-49.92962,-29.617239
-49.93061,-29.618707
-49.934629,-29.624673
-49.942844,-29.638417
-49.952042,-29.653802
-49.958283,-29.664239
-49.987063,-29.715284
-50.017995,-29.772248
-50.049593,-29.832646
-50.064449,-29.861796
-50.07555,-29.884396
-50.117964,-29.97588
-50.14245,-30.034232
-50.155731,-30.065555
-50.168601,-30.097568
-50.211906,-30.20739
-50.224306,-30.236342
-50.236114,-30.267276
-50.242658,-30.281728
-50.250861,-30.303669
-50.261916,-30.331516
-50.282881,-30.389182
-50.288803,-30.405464
-50.308841,-30.455836
-50.333481,-30.500726
-50.369599,-30.557741
-50.459918,-30.675586
-50.474466,-30.695112
-50.483312,-30.708176
-50.562628,-30.824963
-50.667115,-30.961603
-50.673193,-30.969936
-50.681666,-30.982106
-50.71849,-31.037765
-50.741284,-31.071968
-50.769317,-31.110007
-50.772257,-31.113676
-50.802557,-31.148694
-50.814759,-31.161492
-50.847844,-31.195794
-50.879219,-31.227911
-50.887483,-31.236366
-50.931338,-31.275421
-50.938181,-31.280897
-50.946398,-31.287472
-50.949165,-31.289684
-51.042554,-31.364505
-51.098684,-31.417906
-51.173871,-31.472732
-51.191791,-31.495982
-51.221968,-31.536833
-51.250354,-31.567231
-51.323655,-31.621598
-51.402211,-31.678834
-51.42275,-31.694049
-51.470404,-31.726308
-51.529731,-31.759273
-51.627217,-31.812971
-51.718242,-31.855094
-51.817771,-31.910826
-51.885102,-31.958104
-51.920293,-31.987582
-51.979146,-32.043712
-52.074981,-32.14274
-52.081688,-32.157383
-52.076489,-32.182458
-52.083065,-32.160697
-52.078797,-32.137765
-52.082198,-32.13285
-52.093293,-32.128762
-52.085488,-32.127407
-52.084005,-32.12027
-52.063799,-32.096684
-52.057942,-32.079976
-52.049072,-32.073249
-52.040128,-32.036856
-52.044645,-32.014027
-52.042697,-32.007331
-52.054825,-31.982488
-52.048463,-31.974845
-52.03458,-31.971199
-52.022958,-31.969903
-52.013184,-31.95777
-52.013864,-31.939297
-52.020584,-31.924566
-52.026849,-31.915536
-52.046031,-31.903944
-52.0488,-31.895062
-52.054522,-31.890983
-52.062221,-31.883615
-52.073691,-31.87834
-52.092142,-31.861323
-52.090605,-31.849662
-52.095704,-31.839954
-52.098564,-31.840435
-52.098317,-31.835811
-52.081971,-31.826798
-52.102592,-31.802173
-52.106717,-31.80204
-52.107913,-31.793785
-52.111015,-31.79319
-52.09402,-31.79312
-52.101356,-31.801518
-52.080699,-31.826103
-52.062565,-31.816193
-52.048443,-31.813978
-52.034042,-31.814666
-52.004074,-31.818986
-51.947464,-31.848774
-51.930637,-31.8592
-51.908473,-31.869011
-51.868814,-31.871307
-51.852259,-31.867474
-51.832263,-31.856736
-51.808331,-31.83865
-51.807153,-31.830143
-51.813253,-31.817646
-51.806025,-31.820103
-51.80368,-31.815365
-51.791805,-31.814872
-51.787179,-31.806218
-51.795752,-31.806139
-51.794742,-31.812028
-51.797762,-31.813263
-51.813174,-31.808923
-51.810191,-31.813491
-51.8137,-31.816716
-51.829595,-31.80634
-51.859867,-31.805331
-51.865326,-31.799316
-51.854482,-31.801112
-51.838445,-31.798526
-51.797909,-31.787543
-51.743336,-31.788479
-51.71733,-31.785364
-51.693368,-31.782489
-51.664677,-31.770896
-51.593444,-31.705827
-51.549841,-31.652443
-51.511885,-31.589245
-51.491311,-31.569235
-51.474375,-31.559465
-51.470342,-31.583136
-51.463476,-31.590686
-51.470621,-31.587589
-51.470117,-31.589667
-51.448163,-31.606716
-51.439318,-31.619278
-51.436324,-31.624797
-51.436873,-31.61661
-51.455321,-31.590681
-51.465086,-31.564552
-51.450428,-31.539799
-51.448881,-31.527746
-51.46141,-31.545032
-51.465166,-31.559754
-51.466554,-31.554616
-51.459334,-31.528805
-51.443026,-31.495196
-51.428634,-31.480092
-51.416328,-31.473343
-51.416017,-31.499889
-51.409979,-31.512582
-51.370863,-31.529566
-51.360725,-31.529139
-51.317588,-31.512509
-51.29311,-31.493745
-51.264139,-31.480523
-51.238301,-31.458071
-51.203461,-31.412325
-51.17932,-31.363364
-51.17248,-31.33985
-51.159145,-31.281802
-51.157693,-31.257674
-51.161744,-31.209025
-51.180279,-31.134395
-51.177345,-31.082242
-51.16549,-31.061874
-51.16435,-31.069453
-51.166423,-31.06825
-51.156063,-31.081775
-51.141263,-31.09165
-51.110751,-31.099944
-51.091195,-31.093461
-51.073888,-31.079938
-51.04852,-31.061517
-51.010201,-31.049323
-50.994942,-31.048028
-50.980548,-31.040976
-50.972384,-31.03285
-50.967118,-31.019882
-50.954567,-31.003111
-50.951435,-30.959475
-50.956773,-30.941734
-50.966753,-30.896032
-50.941519,-30.903903
-50.911281,-30.905692
-50.882333,-30.891512
-50.861757,-30.870175
-50.84633,-30.858839
-50.823393,-30.852107
-50.81935,-30.840488
-50.753767,-30.818861
-50.736569,-30.80042
-50.701977,-30.746251
-50.690107,-30.706849
-50.68222,-30.64829
-50.67953,-30.609097
-50.686419,-30.500725
-50.700502,-30.424688
-50.724767,-30.383899
-50.729483,-30.368063
-50.721913,-30.363878
-50.717529,-30.351912
-50.708445,-30.353788
-50.705573,-30.347556
-50.69909,-30.345915
-50.69891,-30.350035
-50.686687,-30.356763
-50.679615,-30.368743
-50.648739,-30.391248
-50.647869,-30.39539
-50.643431,-30.395844
-50.641223,-30.392833
-50.644782,-30.388131
-50.641207,-30.386626
-50.634588,-30.393166
-50.623984,-30.392027
-50.635287,-30.387305
-50.630171,-30.383022
-50.63791,-30.378857
-50.632105,-30.37481
-50.630572,-30.367555
-50.635606,-30.340928
-50.628603,-30.328226
-50.625055,-30.328334
-50.626409,-30.343615
-50.620652,-30.356698
-50.593347,-30.394091
-50.593089,-30.400267
-50.603927,-30.399523
-50.611741,-30.405192
-50.616096,-30.404258
-50.621966,-30.412084
-50.633283,-30.406109
-50.650173,-30.413497
-50.65642,-30.426183
-50.654396,-30.442887
-50.640405,-30.463322
-50.61339,-30.483938
-50.597128,-30.490811
-50.591582,-30.490097
-50.582651,-30.49006
-50.574409,-30.4814
-50.571316,-30.470983
-50.574491,-30.464248
-50.568661,-30.458346
-50.562912,-30.409613
-50.567456,-30.395637
-50.551059,-30.366354
-50.553414,-30.364046
-50.549568,-30.363842
-50.545305,-30.355904
-50.546252,-30.331149
-50.555753,-30.320038
-50.547412,-30.305879
-50.543001,-30.299847
-50.543822,-30.281879
-50.537768,-30.273791
-50.542615,-30.25226
-50.549744,-30.251635
-50.549246,-30.248899
-50.560458,-30.251606
-50.570755,-30.241084
-50.573066,-30.242952
-50.596481,-30.19487
-50.601935,-30.192158
-50.598216,-30.195941
-50.612886,-30.199939
-50.620807,-30.198332
-50.644311,-30.192169
-50.658876,-30.199849
-50.668881,-30.254808
-50.663471,-30.270307
-50.654955,-30.281394
-50.65613,-30.285906
-50.673233,-30.296567
-50.705966,-30.297111
-50.721489,-30.299242
-50.73648,-30.295596
-50.750719,-30.296633
-50.763684,-30.291322
-50.77201,-30.296544
-50.773064,-30.288596
-50.778234,-30.288759
-50.781997,-30.284699
-50.78838,-30.291211
-50.794856,-30.312275
-50.792808,-30.32631
-50.788889,-30.333294
-50.781675,-30.329044
-50.787856,-30.326691
-50.78611,-30.324875
-50.776651,-30.327164
-50.773487,-30.332129
-50.775855,-30.333897
-50.796967,-30.338308
-50.844005,-30.320683
-50.906969,-30.323219
-50.907584,-30.323345
-50.912277,-30.325228
-50.922109,-30.332098
-50.930615,-30.3464
-50.938541,-30.375025
-50.939198,-30.394059
-50.931929,-30.425546
-50.922871,-30.436157
-50.901934,-30.442885
-50.930025,-30.435697
-50.973396,-30.407543
-51.012993,-30.389589
-51.03866,-30.386011
-51.042073,-30.389738
-51.055566,-30.391907
